## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_20925_length_1704_cov_1_27835,3,VIRSorter_NODE_20925_length_1704_cov_1_27835,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_20963_length_1701_cov_1_7017,5,VIRSorter_NODE_20963_length_1701_cov_1_7017,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_2097_length_20929_cov_3_00369,28,VIRSorter_NODE_2097_length_20929_cov_3_00369,28,2,,13.06623671107778,,12.88295260339411,,,
VIRSorter_NODE_2125_length_20685_cov_2_84503,24,VIRSorter_NODE_2125_length_20685_cov_2_84503,24,2,,gene_1-gene_21:3.97798263540577,,gene_1-gene_23:7.16739659734011,,,
VIRSorter_NODE_2130_length_20666_cov_3_9052,29,VIRSorter_NODE_2130_length_20666_cov_3_9052,29,2,2,gene_1-gene_25:7.06849167945348,,11.51825395580191,,,
VIRSorter_NODE_21440_length_1666_cov_2_64804,5,VIRSorter_NODE_21440_length_1666_cov_2_64804,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_21452_length_1665_cov_2_93913,5,VIRSorter_NODE_21452_length_1665_cov_2_93913,5,2,,3.40929595221409,,2.70744753649053,,,
VIRSorter_NODE_2185_length_20113_cov_52_3467,27,VIRSorter_NODE_2185_length_20113_cov_52_3467,27,2,,8.34216973659991,,12.38722058665668,,,
VIRSorter_NODE_22038_length_1623_cov_1_78571,3,VIRSorter_NODE_22038_length_1623_cov_1_78571,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_2215_length_19858_cov_6_07413,26,VIRSorter_NODE_2215_length_19858_cov_6_07413,26,2,4,gene_2-gene_18:9.40691480671030,,10.07805109082392,,,
VIRSorter_NODE_2221_length_19828_cov_4_41638,22,VIRSorter_NODE_2221_length_19828_cov_4_41638,22,2,5,gene_2-gene_22:6.23502323892141,,gene_2-gene_22:7.68743090005465,,,
VIRSorter_NODE_22231_length_1609_cov_1_7574,3,VIRSorter_NODE_22231_length_1609_cov_1_7574,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_22309_length_1603_cov_1_4916,4,VIRSorter_NODE_22309_length_1603_cov_1_4916,4,2,1,,,2.16595802919242,,,
VIRSorter_NODE_2239_length_19707_cov_3_28369,23,VIRSorter_NODE_2239_length_19707_cov_3_28369,23,2,2,gene_2-gene_23:4.58217415733616,,10.43306936878648,,,
VIRSorter_NODE_22403_length_1596_cov_1_62362,3,VIRSorter_NODE_22403_length_1596_cov_1_62362,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_2278_length_19423_cov_2_65639,29,VIRSorter_NODE_2278_length_19423_cov_2_65639,29,2,3,gene_8-gene_28:3.73494458671947,,13.38097641691113,,,
VIRSorter_NODE_2283_length_19367_cov_3_73369,17,VIRSorter_NODE_2283_length_19367_cov_3_73369,17,2,,gene_6-gene_17:3.62464043467290,,3.59817038701744,,,
VIRSorter_NODE_2285_length_19360_cov_3_4548,29,VIRSorter_NODE_2285_length_19360_cov_3_4548,29,2,3,gene_13-gene_29:7.45171456337932,,8.61564704040153,,,
VIRSorter_NODE_23057_length_1552_cov_2_46159,3,VIRSorter_NODE_23057_length_1552_cov_2_46159,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_23141_length_1548_cov_1_47354,3,VIRSorter_NODE_23141_length_1548_cov_1_47354,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_23174_length_1546_cov_1_49631,4,VIRSorter_NODE_23174_length_1546_cov_1_49631,4,2,2,,,2.16595802919242,,,
VIRSorter_NODE_2323_length_19049_cov_3_1571,24,VIRSorter_NODE_2323_length_19049_cov_3_1571,24,2,4,gene_6-gene_23:6.83505645462342,,gene_2-gene_24:10.37507742180879,,,
VIRSorter_NODE_2327_length_18995_cov_2_683,21,VIRSorter_NODE_2327_length_18995_cov_2_683,21,2,1,gene_2-gene_20:7.65644120655778,,gene_1-gene_20:7.23366846344871,,,
VIRSorter_NODE_2340_length_18888_cov_4_4241,18,VIRSorter_NODE_2340_length_18888_cov_4_4241,18,2,,gene_3-gene_18:3.63856204595341,,gene_3-gene_16:5.92764058839813,,,
VIRSorter_NODE_23477_length_1528_cov_1_93415,4,VIRSorter_NODE_23477_length_1528_cov_1_93415,4,2,1,,,2.16595802919242,,,
VIRSorter_NODE_2369_length_18669_cov_3_87617,28,VIRSorter_NODE_2369_length_18669_cov_3_87617,28,2,4,gene_1-gene_22:7.77573530959100,,12.88295260339411,,,
VIRSorter_NODE_2382_length_18626_cov_4_00495,24,VIRSorter_NODE_2382_length_18626_cov_4_00495,24,2,3,gene_2-gene_20:9.01086251716480,,10.91656692910690,,,
VIRSorter_NODE_2385_length_18603_cov_4_3581,33,VIRSorter_NODE_2385_length_18603_cov_4_3581,33,2,1,gene_3-gene_33:11.82399644942694,,15.39203248611780,,,
VIRSorter_NODE_23944_length_1500_cov_1_51211,4,VIRSorter_NODE_23944_length_1500_cov_1_51211,4,2,,2.72743676177127,,2.16595802919242,,,
VIRSorter_NODE_2416_length_18378_cov_2_92212,23,VIRSorter_NODE_2416_length_18378_cov_2_92212,23,2,5,gene_8-gene_22:2.71066086311970,,10.43306936878648,,,
VIRSorter_NODE_24522_length_1466_cov_2_81432,3,VIRSorter_NODE_24522_length_1466_cov_2_81432,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_2455_length_18065_cov_4_20894,31,VIRSorter_NODE_2455_length_18065_cov_4_20894,31,2,,gene_4-gene_23:2.22138431637852,,14.38305420506544,,,
VIRSorter_NODE_25837_length_1396_cov_1_65101,3,VIRSorter_NODE_25837_length_1396_cov_1_65101,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_2588_length_17092_cov_4_82691,20,VIRSorter_NODE_2588_length_17092_cov_4_82691,20,2,,gene_3-gene_20:4.61509831255713,,9.01024621042023,,,
VIRSorter_NODE_26047_length_1385_cov_1_60075,4,VIRSorter_NODE_26047_length_1385_cov_1_60075,4,2,,2.72743676177127,,2.16595802919242,,,
VIRSorter_NODE_2606_length_17018_cov_104_22,24,VIRSorter_NODE_2606_length_17018_cov_104_22,24,2,,12.31993643424036,,10.91656692910690,,,
VIRSorter_NODE_2777_length_16061_cov_25_8054,22,VIRSorter_NODE_2777_length_16061_cov_25_8054,22,2,2,gene_3-gene_18:4.43621937516197,,9.95372776823722,,,
VIRSorter_NODE_2784_length_16033_cov_2_92446,22,VIRSorter_NODE_2784_length_16033_cov_2_92446,22,2,,gene_5-gene_22:3.43704688377130,,gene_3-gene_22:8.87074875364101,,,
VIRSorter_NODE_29309_length_1238_cov_1_3153,3,VIRSorter_NODE_29309_length_1238_cov_1_3153,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_2932_length_15115_cov_7_65505,15,VIRSorter_NODE_2932_length_15115_cov_7_65505,15,2,,gene_2-gene_15:2.85891660271619,,6.80012331473766,,,
VIRSorter_NODE_3023_length_14687_cov_2_51093,11,VIRSorter_NODE_3023_length_14687_cov_2_51093,11,2,,gene_2-gene_11:3.50186193929436,,5.47926332555949,,,
VIRSorter_NODE_3045_length_14575_cov_2_68168,13,VIRSorter_NODE_3045_length_14575_cov_2_68168,13,2,,gene_3-gene_12:4.22676686456198,,gene_1-gene_12:5.49787408757726,,,
VIRSorter_NODE_3133_length_14167_cov_3_00333,25,VIRSorter_NODE_3133_length_14167_cov_3_00333,25,2,,gene_2-gene_22:3.00080566945651,,11.40369877408241,,,
VIRSorter_NODE_3152_length_14103_cov_3_58834,19,VIRSorter_NODE_3152_length_14103_cov_3_58834,19,2,2,gene_2-gene_19:4.69427955860475,,8.54793794916975,,,
VIRSorter_NODE_32214_length_1134_cov_1_80352,3,VIRSorter_NODE_32214_length_1134_cov_1_80352,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_3272_length_13505_cov_32_1833,14,VIRSorter_NODE_3272_length_13505_cov_32_1833,14,2,,2.10694383075390,,,,,
VIRSorter_NODE_3310_length_13359_cov_5_47722,19,VIRSorter_NODE_3310_length_13359_cov_5_47722,19,2,2,,,6.86573563924104,,,
VIRSorter_NODE_33683_length_1090_cov_1_10628,4,VIRSorter_NODE_33683_length_1090_cov_1_10628,4,2,1,,,2.16595802919242,,,4.00000000000000
VIRSorter_NODE_33863_length_1084_cov_1_55296,4,VIRSorter_NODE_33863_length_1084_cov_1_55296,4,2,,2.72743676177127,,2.16595802919242,,,
VIRSorter_NODE_3504_length_12617_cov_7_76946,19,VIRSorter_NODE_3504_length_12617_cov_7_76946,19,2,3,,,8.54793794916975,,,
VIRSorter_NODE_3558_length_12459_cov_3_82538,19,VIRSorter_NODE_3558_length_12459_cov_3_82538,19,2,,gene_1-gene_14:2.44077320795587,,8.54793794916975,,,
VIRSorter_NODE_3628_length_12202_cov_2_92418,9,VIRSorter_NODE_3628_length_12202_cov_2_92418,9,2,,2.42147024830831,,2.48494988399236,,,
VIRSorter_NODE_3665_length_12082_cov_3_02129,12,VIRSorter_NODE_3665_length_12082_cov_3_02129,12,2,,gene_1-gene_10:6.04044065404453,,5.71972283719362,,,
VIRSorter_NODE_36682_length_1005_cov_2_32,3,VIRSorter_NODE_36682_length_1005_cov_2_32,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_3706_length_11912_cov_6_68702,5,VIRSorter_NODE_3706_length_11912_cov_6_68702,5,2,,3.40929595221409,,2.70744753649053,,,
VIRSorter_NODE_3723_length_11857_cov_39_3394,20,VIRSorter_NODE_3723_length_11857_cov_39_3394,20,2,,gene_3-gene_20:8.61179283109599,,9.01024621042023,,,gene_7-gene_19:2.18357029669861
VIRSorter_NODE_3777_length_11667_cov_65_113,6,VIRSorter_NODE_3777_length_11667_cov_65_113,6,2,,4.09115514265690,,3.24893704378863,,,
VIRSorter_NODE_3860_length_11392_cov_2_48126,17,VIRSorter_NODE_3860_length_11392_cov_2_48126,17,2,,gene_2-gene_11:3.67046436379470,,gene_2-gene_17:7.10752961600239,,,
VIRSorter_NODE_3861_length_11388_cov_2_87814,18,VIRSorter_NODE_3861_length_11388_cov_2_87814,18,2,2,gene_2-gene_18:8.12072134433789,,8.09359861759055,,,
VIRSorter_NODE_3868_length_11376_cov_2_6874,14,VIRSorter_NODE_3868_length_11376_cov_2_6874,14,2,,4.03842018116573,,4.85197279306699,,,
VIRSorter_NODE_3908_length_11276_cov_2_70912,11,VIRSorter_NODE_3908_length_11276_cov_2_70912,11,2,,gene_2-gene_11:4.74964560984232,,5.47926332555949,,,
VIRSorter_NODE_3968_length_11056_cov_3_70921,6,VIRSorter_NODE_3968_length_11056_cov_3_70921,6,2,,4.09115514265690,,3.24893704378863,,,
VIRSorter_NODE_3998_length_10964_cov_64_7556,13,VIRSorter_NODE_3998_length_10964_cov_64_7556,13,2,,7.86416947575663,,6.03936359487536,,,
VIRSorter_NODE_399_length_72939_cov_7_33809,96,VIRSorter_NODE_399_length_72939_cov_7_33809,96,2,2,gene_12-gene_86:17.99790142041209,,gene_3-gene_86:37.56694714691178,,gene_1-gene_84:3.36163803706694,
VIRSorter_NODE_4031_length_10879_cov_83_2984,5,VIRSorter_NODE_4031_length_10879_cov_83_2984,5,2,,3.40929595221409,,2.70744753649053,,,
VIRSorter_NODE_4033_length_10876_cov_4_66343,12,VIRSorter_NODE_4033_length_10876_cov_4_66343,12,2,,gene_3-gene_12:6.04044065404453,,gene_3-gene_12:4.63674382259741,,,
VIRSorter_NODE_4044_length_10847_cov_2_61536,19,VIRSorter_NODE_4044_length_10847_cov_2_61536,19,2,2,gene_2-gene_19:2.72664433595566,,8.54793794916975,,,
VIRSorter_NODE_4058_length_10813_cov_1_98968,18,VIRSorter_NODE_4058_length_10813_cov_1_98968,18,2,1,gene_6-gene_17:4.85994816121636,,gene_1-gene_17:7.55210911029244,,,
VIRSorter_NODE_4128_length_10646_cov_2_64073,8,VIRSorter_NODE_4128_length_10646_cov_2_64073,8,2,,5.45487352354254,,4.33191605838484,,,
VIRSorter_NODE_4202_length_10438_cov_3_63228,16,VIRSorter_NODE_4202_length_10438_cov_3_63228,16,2,2,gene_6-gene_15:3.77960883321976,,gene_1-gene_15:5.09324384428659,,,
VIRSorter_NODE_4227_length_10372_cov_5_30532,13,VIRSorter_NODE_4227_length_10372_cov_5_30532,13,2,,gene_1-gene_12:4.18094293544019,,6.03936359487536,,,
VIRSorter_NODE_4247_length_10318_cov_4_75046,7,VIRSorter_NODE_4247_length_10318_cov_4_75046,7,2,,2.25190287405618,,2.52667294059240,,,
VIRSorter_NODE_4302_length_10199_cov_25_7294,14,VIRSorter_NODE_4302_length_10199_cov_25_7294,14,2,,gene_3-gene_14:7.00621902625813,,6.40476184311779,,,
VIRSorter_NODE_4336_length_10098_cov_7_35726,11,VIRSorter_NODE_4336_length_10098_cov_7_35726,11,2,,7.02332984015133,,5.47926332555949,,,
VIRSorter_NODE_4440_length_9853_cov_2_77026,16,VIRSorter_NODE_4440_length_9853_cov_2_77026,16,2,1,,,7.21667408542746,,,
VIRSorter_NODE_4533_length_9654_cov_2_47099,12,VIRSorter_NODE_4533_length_9654_cov_2_47099,12,2,2,gene_2-gene_11:2.17643764242378,,gene_1-gene_11:3.72687539734529,,,
VIRSorter_NODE_4540_length_9636_cov_2_6348,12,VIRSorter_NODE_4540_length_9636_cov_2_6348,12,2,3,gene_3-gene_12:2.17643764242378,,5.71972283719362,,,
VIRSorter_NODE_4548_length_9622_cov_5_44058,11,VIRSorter_NODE_4548_length_9622_cov_5_44058,11,2,,5.39112386314442,,5.47926332555949,,,
VIRSorter_NODE_4552_length_9607_cov_2_53266,8,VIRSorter_NODE_4552_length_9607_cov_2_53266,8,2,,2.81416315685485,,3.01313822643484,,,
VIRSorter_NODE_4553_length_9606_cov_4_72485,11,VIRSorter_NODE_4553_length_9606_cov_4_72485,11,2,2,,,4.02790539300928,,,
VIRSorter_NODE_4628_length_9441_cov_3_56361,11,VIRSorter_NODE_4628_length_9441_cov_3_56361,11,2,3,gene_2-gene_11:2.47746763808776,,5.47926332555949,,,
VIRSorter_NODE_4683_length_9306_cov_2_50081,11,VIRSorter_NODE_4683_length_9306_cov_2_50081,11,2,,4.09908433271913,,4.02790539300928,,,
VIRSorter_NODE_4716_length_9202_cov_27_196,15,VIRSorter_NODE_4716_length_9202_cov_27_196,15,2,,gene_5-gene_15:6.17823180013707,,6.80012331473766,,,
VIRSorter_NODE_4804_length_9058_cov_2_84605,13,VIRSorter_NODE_4804_length_9058_cov_2_84605,13,2,,3.63476699337123,,6.03936359487536,,,
VIRSorter_NODE_4813_length_9039_cov_4_80532,11,VIRSorter_NODE_4813_length_9039_cov_4_80532,11,2,1,,,5.47926332555949,4.47913242646064,,
VIRSorter_NODE_4894_length_8861_cov_1_90836,15,VIRSorter_NODE_4894_length_8861_cov_1_90836,15,2,6,gene_2-gene_15:6.48904404498354,,6.80012331473766,,,
VIRSorter_NODE_489_length_61741_cov_20_8878-circular,86,VIRSorter_NODE_489_length_61741_cov_20_8878-circular,86,2,2,gene_0-gene_84:34.74818294775019,,40.75968599600920,,gene_0-gene_79:3.13635892129792,
VIRSorter_NODE_4939_length_8758_cov_2_22475,13,VIRSorter_NODE_4939_length_8758_cov_2_22475,13,2,,gene_2-gene_13:4.18094293544019,,6.03936359487536,,,
VIRSorter_NODE_5032_length_8612_cov_2_45331,9,VIRSorter_NODE_5032_length_8612_cov_2_45331,9,2,1,,,4.87340556568294,,,
VIRSorter_NODE_5142_length_8336_cov_15_0407,8,VIRSorter_NODE_5142_length_8336_cov_15_0407,8,2,,2.81416315685485,,3.01313822643484,,,
VIRSorter_NODE_5209_length_8192_cov_2_63979,20,VIRSorter_NODE_5209_length_8192_cov_2_63979,20,2,,gene_7-gene_18:2.24416277633164,,9.01024621042023,,,
VIRSorter_NODE_5302_length_8026_cov_2_06285,15,VIRSorter_NODE_5302_length_8026_cov_2_06285,15,2,1,,,6.80012331473766,,,
VIRSorter_NODE_5338_length_7963_cov_4_22408,13,VIRSorter_NODE_5338_length_7963_cov_4_22408,13,2,2,gene_1-gene_11:2.50294431833744,,6.03936359487536,,,
VIRSorter_NODE_5339_length_7959_cov_85_6342,12,VIRSorter_NODE_5339_length_7959_cov_85_6342,12,2,1,gene_1-gene_10:2.17643764242378,,gene_1-gene_10:4.63674382259741,,,
VIRSorter_NODE_5376_length_7893_cov_2_6175,10,VIRSorter_NODE_5376_length_7893_cov_2_6175,10,2,2,,,2.93431277498123,,,
VIRSorter_NODE_5427_length_7800_cov_2_6856,11,VIRSorter_NODE_5427_length_7800_cov_2_6856,11,2,,gene_2-gene_11:2.47746763808776,,gene_1-gene_10:3.52627515679139,,,
VIRSorter_NODE_542_length_57840_cov_23_62,84,VIRSorter_NODE_542_length_57840_cov_23_62,84,2,5,gene_35-gene_79:19.72246302532417,,gene_4-gene_82:35.04099185272630,gene_4-gene_34:3.28497648139536,,gene_5-gene_34:3.99376867206029
VIRSorter_NODE_5502_length_7678_cov_2_73239,15,VIRSorter_NODE_5502_length_7678_cov_2_73239,15,2,1,,,gene_2-gene_15:4.70584475738875,,,
VIRSorter_NODE_5514_length_7662_cov_2_09886,11,VIRSorter_NODE_5514_length_7662_cov_2_09886,11,2,2,gene_2-gene_11:2.47746763808776,,gene_2-gene_11:2.45719152026157,,,
VIRSorter_NODE_5544_length_7611_cov_2_7815,5,VIRSorter_NODE_5544_length_7611_cov_2_7815,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_564_length_55904_cov_11_7116,74,VIRSorter_NODE_564_length_55904_cov_11_7116,74,2,4,gene_4-gene_68:25.24134961724351,,gene_4-gene_70:30.72536250257307,,,
VIRSorter_NODE_5705_length_7352_cov_50_8453,11,VIRSorter_NODE_5705_length_7352_cov_50_8453,11,2,,gene_2-gene_11:2.47746763808776,,5.47926332555949,,,
VIRSorter_NODE_5706_length_7352_cov_1_86556,13,VIRSorter_NODE_5706_length_7352_cov_1_86556,13,2,,gene_1-gene_12:2.11375689069057,,gene_3-gene_13:4.95638458027916,,,
VIRSorter_NODE_5767_length_7260_cov_2_03595,13,VIRSorter_NODE_5767_length_7260_cov_2_03595,13,2,,gene_1-gene_11:4.86824511786408,,6.03936359487536,,,
VIRSorter_NODE_5862_length_7154_cov_3_25947,11,VIRSorter_NODE_5862_length_7154_cov_3_25947,11,2,,gene_2-gene_11:2.47746763808776,,5.47926332555949,,,
VIRSorter_NODE_5865_length_7151_cov_3_24084,12,VIRSorter_NODE_5865_length_7151_cov_3_24084,12,2,,3.28555546148987,,5.71972283719362,,,
VIRSorter_NODE_5889_length_7106_cov_6_80357,5,VIRSorter_NODE_5889_length_7106_cov_6_80357,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_5912_length_7081_cov_13_6711,4,VIRSorter_NODE_5912_length_7081_cov_13_6711,4,2,,2.72743676177127,,2.16595802919242,,,
VIRSorter_NODE_6121_length_6813_cov_58_6548,5,VIRSorter_NODE_6121_length_6813_cov_58_6548,5,2,,3.40929595221409,,2.70744753649053,,,
VIRSorter_NODE_6147_length_6786_cov_3_5595,10,VIRSorter_NODE_6147_length_6786_cov_3_5595,10,2,,2.10750055917972,,5.41489507298105,,,
VIRSorter_NODE_6148_length_6783_cov_2_85107,10,VIRSorter_NODE_6148_length_6783_cov_2_85107,10,2,,2.10750055917972,,5.41489507298105,,,
VIRSorter_NODE_6323_length_6583_cov_2_72304,5,VIRSorter_NODE_6323_length_6583_cov_2_72304,5,2,,2.10752451831288,,,,,
VIRSorter_NODE_6400_length_6500_cov_4_32242,9,VIRSorter_NODE_6400_length_6500_cov_4_32242,9,2,,6.13673271398536,,4.87340556568294,,,
VIRSorter_NODE_6420_length_6479_cov_10_0878,9,VIRSorter_NODE_6420_length_6479_cov_10_0878,9,2,,2.42147024830831,,3.50579754495845,,,2.07929796534391
VIRSorter_NODE_6423_length_6475_cov_2_42134,11,VIRSorter_NODE_6423_length_6475_cov_2_42134,11,2,,gene_1-gene_10:3.50186193929436,,5.47926332555949,,,
VIRSorter_NODE_6430_length_6469_cov_2_36701,12,VIRSorter_NODE_6430_length_6469_cov_2_36701,12,2,,gene_2-gene_11:4.44861561417834,,gene_1-gene_10:4.63674382259741,,,
VIRSorter_NODE_6527_length_6355_cov_3_40778,5,VIRSorter_NODE_6527_length_6355_cov_3_40778,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_6610_length_6253_cov_10_7853,7,VIRSorter_NODE_6610_length_6253_cov_10_7853,7,2,,2.25190287405618,,3.79042655108673,,,
VIRSorter_NODE_6798_length_6044_cov_3_54233,9,VIRSorter_NODE_6798_length_6044_cov_3_54233,9,2,,2.42147024830831,,4.87340556568294,,,
VIRSorter_NODE_6920_length_5924_cov_3_36633,13,VIRSorter_NODE_6920_length_5924_cov_3_36633,13,2,,2.64113634526556,,6.03936359487536,,,
VIRSorter_NODE_6969_length_5878_cov_2_59986,10,VIRSorter_NODE_6969_length_5878_cov_2_59986,10,2,1,,,5.41489507298105,,,
VIRSorter_NODE_697_length_48294_cov_73_5348,60,VIRSorter_NODE_697_length_48294_cov_73_5348,60,2,6,gene_35-gene_60:10.92366166719154,,23.64048022195272,,,gene_11-gene_34:2.94832193293051
VIRSorter_NODE_7054_length_5788_cov_3_06541,5,VIRSorter_NODE_7054_length_5788_cov_3_06541,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_7077_length_5769_cov_4_32044,8,VIRSorter_NODE_7077_length_5769_cov_4_32044,8,2,,3.95718828193993,,4.33191605838484,,,
VIRSorter_NODE_7110_length_5742_cov_5_58115,6,VIRSorter_NODE_7110_length_5742_cov_5_58115,6,2,,2.71383052214983,,3.24893704378863,,,
VIRSorter_NODE_7161_length_5693_cov_10_8489,5,VIRSorter_NODE_7161_length_5693_cov_10_8489,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_7289_length_5572_cov_2_67392,13,VIRSorter_NODE_7289_length_5572_cov_2_67392,13,2,,gene_1-gene_11:2.50294431833744,,3.32951405737937,,,
VIRSorter_NODE_749_length_46343_cov_5_93776,63,VIRSorter_NODE_749_length_46343_cov_5_93776,63,2,,gene_2-gene_63:18.60619472888370,,30.94211250612738,,,
VIRSorter_NODE_7707_length_5222_cov_3_62802,7,VIRSorter_NODE_7707_length_5222_cov_3_62802,7,2,,3.33135307661555,,3.79042655108673,,,
VIRSorter_NODE_772_length_45302_cov_14_9546-circular,65,VIRSorter_NODE_772_length_45302_cov_14_9546-circular,65,2,3,gene_1-gene_63:21.55426485198148,,31.99378508736211,,,
VIRSorter_NODE_7829_length_5124_cov_3_04912,3,VIRSorter_NODE_7829_length_5124_cov_3_04912,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_7888_length_5079_cov_2_16143,5,VIRSorter_NODE_7888_length_5079_cov_2_16143,5,2,,2.10752451831288,,,,,
VIRSorter_NODE_7989_length_5004_cov_2_22186,7,VIRSorter_NODE_7989_length_5004_cov_2_22186,7,2,,3.33135307661555,,3.79042655108673,,,
VIRSorter_NODE_811_length_43842_cov_5_55816,59,VIRSorter_NODE_811_length_43842_cov_5_55816,59,2,6,gene_2-gene_27:8.10589507125708,,gene_1-gene_50:18.48274227932648,,,gene_35-gene_44:3.32208294767197
VIRSorter_NODE_8150_length_4888_cov_2_61246,7,VIRSorter_NODE_8150_length_4888_cov_2_61246,7,2,,2.25190287405618,,3.79042655108673,,,
VIRSorter_NODE_8184_length_4863_cov_2_22005,7,VIRSorter_NODE_8184_length_4863_cov_2_22005,7,2,2,,,3.79042655108673,,,
VIRSorter_NODE_8191_length_4854_cov_2_26797,4,VIRSorter_NODE_8191_length_4854_cov_2_26797,4,2,,2.72743676177127,,2.16595802919242,,,
VIRSorter_NODE_8228_length_4830_cov_5_14471,6,VIRSorter_NODE_8228_length_4830_cov_5_14471,6,2,1,,,2.04820454079688,,,
VIRSorter_NODE_8316_length_4770_cov_3_586,4,VIRSorter_NODE_8316_length_4770_cov_3_586,4,2,1,,,2.16595802919242,,,
VIRSorter_NODE_8346_length_4749_cov_2_31018,8,VIRSorter_NODE_8346_length_4749_cov_2_31018,8,2,,2.81416315685485,,4.33191605838484,,,
VIRSorter_NODE_8508_length_4640_cov_768_051,8,VIRSorter_NODE_8508_length_4640_cov_768_051,8,2,,2.81416315685485,,4.33191605838484,,,
VIRSorter_NODE_8601_length_4585_cov_2_53245,6,VIRSorter_NODE_8601_length_4585_cov_2_53245,6,2,1,,,2.04820454079688,,,
VIRSorter_NODE_8643_length_4562_cov_2_86,7,VIRSorter_NODE_8643_length_4562_cov_2_86,7,2,,2.25190287405618,,2.52667294059240,,,
VIRSorter_NODE_8661_length_4553_cov_35_4277,3,VIRSorter_NODE_8661_length_4553_cov_35_4277,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_8688_length_4530_cov_2_2333,5,VIRSorter_NODE_8688_length_4530_cov_2_2333,5,2,,2.10752451831288,,,,,
VIRSorter_NODE_873_length_41684_cov_4_59816,66,VIRSorter_NODE_873_length_41684_cov_4_59816,66,2,3,gene_3-gene_62:14.18708783108930,,gene_1-gene_62:30.35407659891106,,,
VIRSorter_NODE_874_length_41658_cov_2_91058,56,VIRSorter_NODE_874_length_41658_cov_2_91058,56,2,4,gene_1-gene_50:11.90278076582010,,gene_1-gene_51:24.56365577255603,,,
VIRSorter_NODE_8787_length_4464_cov_3_14402,15,VIRSorter_NODE_8787_length_4464_cov_3_14402,15,2,,3.40963086745572,,6.80012331473766,,,gene_6-gene_15:6.71873931294499
VIRSorter_NODE_886_length_41221_cov_10_1463,50,VIRSorter_NODE_886_length_41221_cov_10_1463,50,2,,gene_3-gene_44:6.79406422013693,,gene_1-gene_49:21.50990061609864,,,
VIRSorter_NODE_8880_length_4409_cov_7_48392,7,VIRSorter_NODE_8880_length_4409_cov_7_48392,7,2,,4.77301433309972,,3.79042655108673,,,
VIRSorter_NODE_8919_length_4382_cov_2_42339,6,VIRSorter_NODE_8919_length_4382_cov_2_42339,6,2,2,,,3.24893704378863,,,
VIRSorter_NODE_8926_length_4377_cov_3_48311,3,VIRSorter_NODE_8926_length_4377_cov_3_48311,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_8986_length_4344_cov_2_53882,6,VIRSorter_NODE_8986_length_4344_cov_2_53882,6,2,,2.71383052214983,,3.24893704378863,,,
VIRSorter_NODE_901_length_40644_cov_6_53288,46,VIRSorter_NODE_901_length_40644_cov_6_53288,46,2,4,gene_17-gene_46:6.15600326248664,,gene_2-gene_46:13.43980101297638,,,
VIRSorter_NODE_9064_length_4295_cov_2_28656,7,VIRSorter_NODE_9064_length_4295_cov_2_28656,7,2,3,,,2.52667294059240,,,
VIRSorter_NODE_9107_length_4269_cov_2_49715,9,VIRSorter_NODE_9107_length_4269_cov_2_49715,9,2,,3.39089843352541,,2.48494988399236,,,
VIRSorter_NODE_9144_length_4253_cov_1_86541,8,VIRSorter_NODE_9144_length_4253_cov_1_86541,8,2,,2.81416315685485,,4.33191605838484,,,
VIRSorter_NODE_9225_length_4201_cov_2_57694,8,VIRSorter_NODE_9225_length_4201_cov_2_57694,8,2,,2.81416315685485,,4.33191605838484,,,
VIRSorter_NODE_9260_length_4184_cov_1_79269,5,VIRSorter_NODE_9260_length_4184_cov_1_79269,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_9336_length_4141_cov_1_50171,5,VIRSorter_NODE_9336_length_4141_cov_1_50171,5,2,2,,,2.70744753649053,,,
